id,econmon,type,tag,diagram,prompt_en,prompt_zh,options_en,options_zh,items_en,items_zh,answer,hint_en,hint_zh,explain_en,explain_zh
webrate-10,webrate,sort,,,Will each change raise or lower labour productivity?,以下每個轉變會提高定降低 labour productivity？,raise|lower,提高|降低,introducing performance-based pay|a hot and poorly ventilated workshop|better management and work planning|workers often falling sick|replacing old machines with advanced ones,引入按表現計薪|工場又熱又唔通風|更好嘅管理同工作安排|工人經常生病|用先進機器取代舊機器,1|2|1|2|1,Does it make each working hour produce more or less?,佢令每個工作小時生產多啲定少啲？,"Incentives, good management and advanced capital raise output per man-hour; a poor environment and poor health lower it.",誘因、良好管理同先進 capital 提高每個 man-hour 嘅產量；惡劣環境同健康差會降低佢。
webrate-11,webrate,sort,,,Does each change affect labour supply or labour productivity?,以下每個轉變影響嘅係 labour supply 定 labour productivity？,labour supply|labour productivity,labour supply|labour productivity,workers receive better training|the retirement age is raised|more immigrants join the workforce|the factory adopts division of labour|workers get healthier diets,工人接受更好培訓|提高退休年齡|更多移民加入勞動人口|工廠採用 division of labour|工人飲食更健康,2|1|1|2|2,"Does it change the number of hours, or what each hour produces?",佢改變嘅係鐘數，定係每個鐘嘅產量？,"Labour supply is total hours; productivity is output per hour. Training, health and division of labour work on output per hour.",Labour supply 係總鐘數；productivity 係每個鐘嘅產量。培訓、健康同 division of labour 影響每個鐘嘅產量。
webrate-12,webrate,order,,,Put the steps for calculating labour productivity in order:,排出計算 labour productivity 嘅步驟：,,,find the number of workers and average working hours|multiply them to get total man-hours|find the total output|divide total output by total man-hours,搵出工人數目同平均工時|相乘得出總 man-hours|搵出總產量|用總產量除以總 man-hours,,What do you need before you can divide?,要除之前，你需要先有咩數字？,Man-hours = workers × average hours; productivity = total output ÷ man-hours.,Man-hours = 工人數目 × 平均工時；productivity = 總產量 ÷ man-hours。
webrate-S1,webrate,mc,scen,,"(Fictional) In a Cheung Sha Wan factory, 10 machinists work 8 hours a day and sew 400 shirts. After new machines arrive, the same workers sew 560 shirts in the same hours. Labour productivity rises from:",（虛構）長沙灣一間工廠有 10 個車衣女工，每日做 8 個鐘，車到 400 件恤衫。新機器到咗之後，同一班人喺同樣時數車到 560 件。Labour productivity 由：,40 to 56 shirts per worker|400 to 560 shirts per man-hour|5 to 7 shirts per man-hour|50 to 70 shirts per man-hour,每個工人 40 件升到 56 件|每個 man-hour 400 件升到 560 件|每個 man-hour 5 件升到 7 件|每個 man-hour 50 件升到 70 件,,,C,First find the man-hours: 10 × 8.,先計 man-hours：10 × 8？,Man-hours = 80. 400 ÷ 80 = 5; 560 ÷ 80 = 7 shirts per man-hour. Per-worker figures are not labour productivity.,Man-hours = 80。400 ÷ 80 = 5；560 ÷ 80 = 7 件每 man-hour。用每個工人計唔係 labour productivity。
webrate-S2,webrate,fill,scen,,"(Fictional) A Kwun Tong bakery uses 6 workers working 5 hours each to make 1,200 buns. Total man-hours are ____ and labour productivity is ____ buns per man-hour.","（虛構）觀塘一間餅店用 6 個工人，每人做 5 個鐘，整咗 1,200 個包。總 man-hours 係 ①，labour productivity 係每個 man-hour ② 個包。",30|40|200|240,30|40|200|240,,,30|40,"Man-hours first, then output ÷ man-hours.",先計 man-hours，再用產量除 man-hours？,"6 × 5 = 30 man-hours; 1,200 ÷ 30 = 40 buns per man-hour. 200 is output per worker, a common mistake.","6 × 5 = 30 man-hours；1,200 ÷ 30 = 每個 man-hour 40 個包。200 係每個工人嘅產量，係常見錯誤。"
webrate-S3,webrate,mc,scen,,"(Fictional) Workshop A: 20 workers × 10 hours, 1,000 bags. Workshop B: 25 workers × 6 hours, 900 bags. Which workshop has higher labour productivity?","（虛構）A 工場：20 個工人 × 10 個鐘，1,000 個袋。B 工場：25 個工人 × 6 個鐘，900 個袋。邊間工場 labour productivity 較高？","A, because it produces more bags|A, because each worker makes 50 bags|They are equal|B: 6 vs 5 bags per man-hour",A，因為佢生產較多袋|A，因為每個工人整 50 個袋|兩者相同|B：每個 man-hour 6 個對 5 個,,,D,Find the man-hours of each workshop.,計吓每間工場嘅 man-hours？,"A: 1,000 ÷ 200 = 5; B: 900 ÷ 150 = 6 bags per man-hour. B has higher productivity despite lower total output.","A：1,000 ÷ 200 = 5；B：900 ÷ 150 = 6 個袋每 man-hour。B 總產量較少，但 productivity 較高。"
webrate-S4,webrate,sort,scen,,(Fictional) The owner of a Sham Shui Po garment workshop tries these measures. Which raise labour productivity?,（虛構）深水埗一間製衣工場老闆試咗以下措施。邊啲會提高 labour productivity？,raises productivity|does not raise productivity,提高 productivity|唔會提高 productivity,"installing fans and better lighting|splitting shirt-making into cutting, sewing and ironing|hiring 5 extra workers with the same output per hour|extending the working day by 2 hours|giving a reward for each defect-free batch",裝風扇同改善照明|將整恤衫拆成剪裁、車衣同熨衫工序|多請 5 個每個鐘產量一樣嘅工人|每日工時延長 2 個鐘|每批冇瑕疵貨品都有獎勵,1|1|2|2|1,Does the measure change output per man-hour or only the number of man-hours?,措施改變嘅係每個 man-hour 嘅產量，定只係 man-hours 數目？,"A better environment, division of labour and better rewards raise output per man-hour; more workers or longer hours only add man-hours.",改善環境、division of labour 同更好獎勵提高每個 man-hour 嘅產量；多請人或加長工時只係增加 man-hours。
webrate-S5,webrate,tf,scen,,"(Fictional) A Tsuen Wan factory keeps the same 10 workers but raises their working day from 8 to 10 hours; output rises from 8,000 to 9,000 units. Labour productivity therefore rose.","（虛構）荃灣一間工廠維持同一班 10 個工人，但將每日工時由 8 個鐘加到 10 個鐘，產量由 8,000 件升到 9,000 件。所以 labour productivity 上升咗。",,,,,F,"Work out the man-hours before and after, then compare output per man-hour.",計吓前後嘅 man-hours，再比較每個 man-hour 嘅產量？,"Before: 8,000 ÷ 80 = 100; after: 9,000 ÷ 100 = 90. Output rose, yet output per man-hour fell, so productivity fell.","之前：8,000 ÷ 80 = 100；之後：9,000 ÷ 100 = 90。產量上升，但每個 man-hour 嘅產量下降，所以 productivity 下降。"
hopcat-01,hopcat,tf,,,Occupational mobility refers to the willingness and ease of workers changing from one occupation to another.,Occupational mobility 係指工人由一種職業轉去另一種職業嘅意願同難易程度。,,,,,T,Is it about changing the type of job or the place of work?,講緊嘅係轉工種，定係轉工作地點？,Occupational mobility is about changing occupation; geographical mobility is about changing work location.,Occupational mobility 係轉職業；geographical mobility 係轉工作地點。
hopcat-02,hopcat,tf,,,A cook who moves from a restaurant in Tai O to a restaurant in Mong Kok shows occupational mobility.,一個廚師由大澳嘅餐廳轉去旺角嘅餐廳做，呢個係 occupational mobility。,,,,,F,"Did the job type change, or only the location?",工種有冇變，定係只係地點變咗？,"He is still a cook; only the work location changed, so this is geographical mobility.",佢仍然係廚師，只係工作地點變咗，所以係 geographical mobility。
hopcat-03,hopcat,tf,,,A bigger gap in rewards between two occupations tends to raise occupational mobility.,兩種職業之間嘅回報差距越大，occupational mobility 通常越高。,,,,,T,"If the other job pays much more, are workers more willing to switch?",如果另一份工人工高好多，工人會唔會更願意轉？,"A larger reward gap increases the willingness to change occupations, raising occupational mobility.",回報差距越大，轉職業嘅意願越高，occupational mobility 上升。
hopcat-04,hopcat,mc,,,Which of the following shows geographical mobility?,以下邊項係 geographical mobility？,a machinist becomes a sales clerk in the same district|a teacher becomes a social worker|a fisherman from Tai O moves to fish from Aberdeen|a clerk retrains as a nurse,車衣女工喺同一區轉做售貨員|老師轉做社工|大澳漁民搬去香港仔繼續捕魚|文員再培訓做護士,,,C,In which case does only the place of work change?,邊個情況只係工作地點改變？,Geographical mobility is changing work location; the fisherman keeps his occupation but moves place.,Geographical mobility 係轉工作地點；漁民職業不變，只係地點改變。
hopcat-05,hopcat,mc,,,Which change will RAISE occupational mobility?,以下邊個轉變會提高 occupational mobility？,higher skill requirements for the new occupation|more licensing restrictions to enter the occupation|less information about job vacancies|government-funded retraining programmes,新職業技術要求提高|入行牌照限制增加|職位空缺資訊減少|政府資助嘅再培訓課程,,,D,What makes it easier to learn the skills for a new job?,咩可以令人更容易學到新工作嘅技能？,"Retraining lowers the difficulty of changing occupation; higher skill requirements, entry restrictions and poor information lower occupational mobility.",再培訓降低轉職業嘅難度；技術要求高、入行限制多同資訊差都會降低 occupational mobility。
